Source,Country,Trade Ratio,GDP Ratio
ESP,AUS,1.4783434847227084,0.677497723351552
ESP,AUT,1.7915632712520744,0.19139187628337306
ESP,BEL,1.4417346584578996,0.2664779005551891
ESP,BGR,1.1059206801135821,0.02662603583528406
ESP,BRA,1.133994460140112,0.6978350151394461
ESP,CAN,1.552264271562029,0.7764041817944046
ESP,CHE,1.5199747064386187,0.3123461966413174
ESP,CHN,2.9138040793176896,3.9122853963680173
ESP,CYP,0.28829553993094986,0.009229538976794887
ESP,CZE,1.4247069709435312,0.13000571833121868
ESP,DEU,1.8682384203935403,2.008051096590425
ESP,DNK,0.7909434225382074,0.14502438272308088
ESP,ESP,1.0,1.0
ESP,EST,0.6586973314413066,0.01043806765952588
ESP,FIN,2.0538666004831874,0.1498425574161744
ESP,FRA,1.4983197504137724,1.4761104307438806
ESP,GBR,1.1666565973674858,1.5376465952754477
ESP,GRC,0.5561780757194901,0.13679184406687328
ESP,HRV,1.1363666944387165,0.0278755918624956
ESP,HUN,1.707067466632399,0.0750926747454138
ESP,IDN,5.272355461329028,0.2303756248265184
ESP,IND,0.9093890883467439,0.6559247025398903
ESP,IRL,1.3463457346037329,0.1378982837963113
ESP,ITA,1.855269253730548,1.5622575116587778
ESP,JPN,2.9431311068611525,3.6784122434976294
ESP,KOR,1.5153046841500855,0.8844011783212107
ESP,LTU,3.267960855380875,0.013405860317112878
ESP,LUX,0.4289201333461602,0.026159284780432803
ESP,LVA,1.087959533374757,0.013469254907250374
ESP,MEX,1.2090995873782544,0.44344982800412475
ESP,MLT,0.2249728971302976,0.0037624641529990896
ESP,NLD,1.652775261785355,0.40954340921854304
ESP,NOR,3.6979703498072065,0.16059945514139132
ESP,POL,1.7636995914721338,0.24389177153363178
ESP,PRT,0.6675650169848946,0.14383471162672976
ESP,ROU,1.294101636247015,0.07057436079347275
ESP,RUS,3.4093135147938973,0.5480158678551809
ESP,SVK,0.877250594255604,0.038941350163387276
ESP,SVN,0.5078558217584694,0.024426911829268035
ESP,SWE,1.403059741612486,0.25455311692430616
ESP,TUR,1.0027536886826096,0.37738166991969896
ESP,TWN,1.598439158985361,0.30034820870319784
ESP,USA,0.769074997120888,9.325964148694103
