Source,Country,Trade Ratio,GDP Ratio
BRA,AUS,3.2336733012647483,0.7317633122708515
BRA,AUT,3.1335896480681686,0.16581501661072173
BRA,BEL,0.9430156451090937,0.2181936512844718
BRA,BGR,0.44642141266208146,0.02685968561307614
BRA,BRA,1.0,1.0
BRA,CAN,0.7116505812796442,0.7279395203676203
BRA,CHE,4.376452819121416,0.2953459462958698
BRA,CHN,0.45818688976428834,7.219354774945333
BRA,CYP,0.024706875820480617,0.008430582406621407
BRA,CZE,4.320070028144182,0.13051401423084583
BRA,DEU,1.6526770927681818,1.5985308511423844
BRA,DNK,0.5198462372962112,0.1154585132812818
BRA,ESP,1.2965988992026742,0.7361685177159151
BRA,EST,1.2538080731645547,0.008731695239280777
BRA,FIN,1.031570527334134,0.11835331422108766
BRA,FRA,1.1446246360602572,1.166720947854729
BRA,GBR,0.6317701752289332,1.0558338057329573
BRA,GRC,0.3319768730535271,0.10037055017942734
BRA,HRV,0.16533227037513099,0.022645425138890216
BRA,HUN,1.8720466043475148,0.04984440951577917
BRA,IDN,0.7739717348228183,0.38454805277704107
BRA,IND,0.6088477301917212,0.8926460240820332
BRA,IRL,5.087280173395849,0.07919935183673732
BRA,ITA,1.116857355943781,1.1864744418979218
BRA,JPN,0.5942431716784486,2.8582378982687002
BRA,KOR,1.0285025774421257,0.8069767888892517
BRA,LTU,0.32666774814089844,0.01222847319104275
BRA,LUX,0.38856742185754245,0.028780535492746083
BRA,LVA,0.2669272349043661,0.013749405738773687
BRA,MEX,0.7841579483583716,0.3457445107755584
BRA,MLT,5.010712503495104,0.003528613603029108
BRA,NLD,0.6260064830170097,0.3281635080430917
BRA,NOR,1.278764474455974,0.15220277778085536
BRA,POL,1.3934634615887034,0.2577455558498101
BRA,PRT,0.6079820687707976,0.10875014109587901
BRA,ROU,0.2107194693363768,0.08577527547365016
BRA,RUS,0.8156515216961651,0.7635423718247011
BRA,SVK,3.125975740155139,0.04657615527067504
BRA,SVN,0.16251964067414368,0.02188088226760206
BRA,SWE,3.633507132800079,0.20708637669574825
BRA,TUR,0.9768568595131095,0.3590222110161728
BRA,TWN,1.3486968800931243,0.26398707735241084
BRA,USA,1.2768238726255658,6.534344998580779
