Source,Country,Trade Ratio,GDP Ratio
IRL,AUS,0.37677085798212623,4.913025055136144
IRL,AUT,0.5253960315025293,1.3879206543721518
IRL,BEL,0.7188195144588706,1.9324236184752086
IRL,BGR,0.44954748870513817,0.19308460629294857
IRL,BRA,0.5494571523241943,5.060505438705922
IRL,CAN,0.6905850381266061,5.630267182593994
IRL,CHE,0.4840583376777413,2.2650477441958743
IRL,CHN,2.264347305924971,28.370805558007014
IRL,CYP,2.5646690150180906,0.06693004961851289
IRL,CZE,0.40956424724392376,0.9427653104316317
IRL,DEU,0.7705364552664459,14.56182804679792
IRL,DNK,0.9357708431571393,1.05167648741224
IRL,ESP,0.7427512668537016,7.251721866800705
IRL,EST,0.7862705314648945,0.07569396349372909
IRL,FIN,1.1971422188555463,1.086616550192212
IRL,FRA,0.7896601597379433,10.704342288438006
IRL,GBR,1.533036017712215,11.150585438370618
IRL,GRC,0.46845853799262555,0.9919764068197372
IRL,HRV,0.8097359511052915,0.20214603905927114
IRL,HUN,0.5486131919890851,0.5445511914878703
IRL,IDN,0.7768631902712922,1.670619956132339
IRL,IND,0.10491987615313506,4.756583508383271
IRL,IRL,1.0,1.0
IRL,ITA,0.7154851596902072,11.329056958869616
IRL,JPN,0.5905908235066065,26.6748225012792
IRL,KOR,0.7479214150719665,6.413431363856232
IRL,LTU,3.4835854090455705,0.09721557040488328
IRL,LUX,0.2717684517270225,0.18969985746213142
IRL,LVA,5.177741597065086,0.09767529034042023
IRL,MEX,0.3485712431811651,3.2157748145665233
IRL,MLT,0.49244570131012066,0.02728434357135729
IRL,NLD,1.4688784364292435,2.969894896034218
IRL,NOR,2.780048819671678,1.1646225806451063
IRL,POL,1.23066571972519,1.7686352927631994
IRL,PRT,1.1532615322815367,1.0430493235085299
IRL,ROU,0.286637898660841,0.5117856354015087
IRL,RUS,3.289961379160243,3.9740586522791803
IRL,SVK,0.6126879918006766,0.2823918405025787
IRL,SVN,0.4106777147472452,0.1771371706507158
IRL,SWE,0.6140828201484007,1.8459484042622674
IRL,TUR,1.010440290345208,2.736666907886447
IRL,TWN,1.1364135669705162,2.1780416727074017
IRL,USA,2.257091543485978,67.62929814608445
