Source,Country,Trade Ratio,GDP Ratio
TWN,AUS,1.7765336449076905,2.255707554497356
TWN,AUT,0.6896110112631113,0.6372332870228811
TWN,BEL,1.0620509596895376,0.8872298646486048
TWN,BGR,0.19643050416337277,0.08865055646659686
TWN,BRA,0.5972587403428058,2.323419933657877
TWN,CAN,0.33950128475420954,2.5850135252900484
TWN,CHE,3.7907144232431493,1.0399469269016879
TWN,CHN,0.23918360338142247,13.025832293989515
TWN,CYP,0.11391522247289206,0.030729462368511935
TWN,CZE,0.10323292509920827,0.4328499873281731
TWN,DEU,1.5341509598571086,6.6857435416728865
TWN,DNK,0.32845347716945034,0.48285416233793166
TWN,ESP,0.6256102988835487,3.329468833250787
TWN,EST,0.19635445617603478,0.034753220951754406
TWN,FIN,0.7684297573581453,0.4988961248117442
TWN,FRA,0.9340761368239517,4.914663673598145
TWN,GBR,0.6388140025750643,5.11954641552379
TWN,GRC,0.35791569584115634,0.4554441814635562
TWN,HRV,0.1423211278298065,0.09281091431459836
TWN,HUN,0.11948005934764444,0.25001872017029375
TWN,IDN,1.9353171871632642,0.7670284628005692
TWN,IND,0.6415282349896131,2.1838808540658583
TWN,IRL,0.8799613354369119,0.4591280380585905
TWN,ITA,0.715369795111443,5.2014876945798285
TWN,JPN,2.605467586354052,12.247158920573462
TWN,KOR,1.8247787943572251,2.9445861593107425
TWN,LTU,0.06439881576296537,0.04463439410874084
TWN,LUX,4.1937242733308455,0.08709652337658266
TWN,LVA,0.22020938008587274,0.044845464420800334
TWN,MEX,0.03551874278648696,1.4764523814501553
TWN,MLT,0.02656787510281491,0.01252700713363379
TWN,NLD,2.0997584538357428,1.3635620168564122
TWN,NOR,0.4573074968820422,0.5347108805303202
TWN,POL,0.21193258524998304,0.8120300520075485
TWN,PRT,1.2045315966635701,0.47889318950081133
TWN,ROU,0.266212029996778,0.2349751346884638
TWN,RUS,3.2780266182224422,1.8246017521507063
TWN,SVK,0.09923613062678789,0.12965401169370339
TWN,SVN,0.4771257926724007,0.08132864162811289
TWN,SWE,1.5665422151947077,0.8475266692063207
TWN,TUR,0.2552841613609447,1.2564805082377737
TWN,TWN,1.0,1.0
TWN,USA,0.6002586288135762,31.050506973091224
